Timestamp,Email Address,Domain,MX Record,Used Port,Disposable Email,SPF Status,DKIM Status,Catch-all Email,SMTP Result,SMTP VRFY Result,Blacklist Info,MX Preferences,SMTP Banner,MX IP,Error Message,IMAP Status,IMAP Banner,POP3 Status,POP3 Banner,Search Counter
22-02-25 14:42,oviuja@buje.pk,buje.pk,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:42,kuva@ose.ne,ose.ne,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:42,heg@of.py,of.py,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:42,uki@le.al,le.al,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:42,mirafi@guimohe.fk,guimohe.fk,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:42,hi@hapna.ky,hapna.ky,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:42,pagbosozo@ru.gy,ru.gy,mx1.hostinger.com,N/A,Not Disposable,SPF Found,No DKIM Record,,Could not verify email,Not Verified,Not Blacklisted,5; 10,nl-srv-smtpin7.hostinger.io PIPELINING SIZE 69730304 ETRN STARTTLS ENHANCEDSTATUSCODES 8BITMIME DSN CHUNKING,172.65.182.103,SMTP check failed. Could not verify email.,Not available,[WinError 10054] En eksisterende forbindelse blev tvangsafbrudt af en ekstern vært,Not available,[WinError 10054] En eksisterende forbindelse blev tvangsafbrudt af en ekstern vært,1
22-02-25 14:42,orebabu@vozjasip.tm,vozjasip.tm,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:42,nepisin@cu.ch,cu.ch,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:42,doksotzi@jeavige.mv,jeavige.mv,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:42,no@boinlos.mv,boinlos.mv,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:42,sow@tueku.cz,tueku.cz,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:42,buru@gekeiha.is,gekeiha.is,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:42,urani@cem.pf,cem.pf,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:42,dildolus@raen.fm,raen.fm,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:42,bos@getvaz.sm,getvaz.sm,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:42,tar@jo.gd,jo.gd,mail.kohlmorgen.net,25,Not Disposable,SPF Found,DKIM Found,nonexistent1740231771@jo.gd,Email likely exists,Not Verified,Not Blacklisted,10; 50,kohlmorgen.net your name is not [192.168.1.72] DSN SIZE STARTTLS AUTH LOGIN PLAIN CRAM-MD5 DIGEST-MD5 GSSAPI MSN NTLM ETRN TURN ATRN NO-SOLICITING 8BITMIME HELP PIPELINING SMTPUTF8 EHLO,159.69.21.19,,Available,* OK kohlmorgen.net CommuniGate Pro IMAP Server 7.1.3 ready,Available,+OK kohlmorgen.net CommuniGate Pro POP3 Server 7.1.3 ready <23.1740231775@kohlmorgen.net>,1
22-02-25 14:42,ziizmu@abfafih.am,abfafih.am,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:44,usisujlec@we.gp,we.gp,localhost,N/A,Not Disposable,SPF Found,No DKIM Record,,Could not verify email,Not Verified,Not Blacklisted,0,[WinError 10061] Der kunne ikke oprettes forbindelse; fordi destinationscomputeren aktivt nægtede det,127.0.0.1,SMTP check failed. Could not verify email.,Not available,[WinError 10061] Der kunne ikke oprettes forbindelse; fordi destinationscomputeren aktivt nægtede det,Not available,[WinError 10061] Der kunne ikke oprettes forbindelse; fordi destinationscomputeren aktivt nægtede det,1
22-02-25 14:44,fobi@votcup.se,votcup.se,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:44,cev@liehuzo.tj,liehuzo.tj,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:44,gahuzmak@ikosri.mg,ikosri.mg,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:44,sumcacoh@woejel.ac,woejel.ac,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:44,co@decun.pe,decun.pe,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:46,abowive@ka.lc,ka.lc,spool.mail.gandi.net,N/A,Not Disposable,SPF Found,No DKIM Record,,Could not verify email,Not Verified,Not Blacklisted,10; 50,spool.mail.gandi.net PIPELINING SIZE 35651584 ETRN STARTTLS ENHANCEDSTATUSCODES 8BITMIME DSN,217.70.178.1,SMTP check failed. Could not verify email.,Not available,timed out,Not available,timed out,1
22-02-25 14:46,ufose@ju.np,ju.np,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:46,latucbu@setik.qa,setik.qa,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:46,ji@cud.je,cud.je,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:46,vijcaj@hig.tm,hig.tm,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:46,dahka@opa.ps,opa.ps,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:46,hiz@hapzogrow.fk,hapzogrow.fk,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:46,ip@giera.sz,giera.sz,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:46,hikjut@mieb.ma,mieb.ma,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:46,parak@seszuhzi.ci,seszuhzi.ci,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:46,ve@buubtu.ax,buubtu.ax,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:46,bojupto@gallu.ba,gallu.ba,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:46,totpu@kubvaro.it,kubvaro.it,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:46,cib@jic.io,jic.io,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:46,uri@ipaza.pl,ipaza.pl,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:46,sig@bahsewzaj.hm,bahsewzaj.hm,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:46,mor@pi.et,pi.et,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:46,rofific@gembowgec.eu,gembowgec.eu,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:46,ku@koglohu.eu,koglohu.eu,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:46,pijjatac@ibevi.gi,ibevi.gi,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:46,dozappeg@kid.ht,kid.ht,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:46,limuc@ror.lk,ror.lk,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:46,safa@hor.ge,hor.ge,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:46,biki@ruj.mt,ruj.mt,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:46,ec@zashot.ci,zashot.ci,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:46,ijju@wuhonokil.za,wuhonokil.za,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:46,ut@jegrac.tt,jegrac.tt,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:46,osi@bufhuz.eh,bufhuz.eh,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:46,duz@gow.gq,gow.gq,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:46,ez@tiuhjo.gu,tiuhjo.gu,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:46,juve@ju.ss,ju.ss,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:46,co@jiwokoru.to,jiwokoru.to,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:46,didmighog@feajuk.by,feajuk.by,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:46,demdo@werwu.gt,werwu.gt,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:46,pogvucsac@ewja.sx,ewja.sx,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:46,ascatruc@ume.gl,ume.gl,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:46,summoc@wosji.mq,wosji.mq,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:49,iteihooc@waw.fm,waw.fm,_dc-mx.20c45cfba29e.waw.fm,N/A,Not Disposable,No SPF Record,No DKIM Record,,Could not verify email,Not Verified,Not Blacklisted,10,timed out,45.77.86.173,SMTP check failed. Could not verify email.,Not available,timed out,Not available,timed out,1
22-02-25 14:49,ta@ganpu.dj,ganpu.dj,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:49,ufura@naldubi.ms,naldubi.ms,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:49,zaf@abaukucoj.tl,abaukucoj.tl,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:49,ramsurrar@ime.pa,ime.pa,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:49,evje@koat.mm,koat.mm,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:49,nop@or.ro,or.ro,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:49,gog@sigdunes.mn,sigdunes.mn,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:49,zojem@jaleblib.hr,jaleblib.hr,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:49,sizrud@larup.cc,larup.cc,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:49,comneku@coro.im,coro.im,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:51,buw@ses.lv,ses.lv,mail.setikom.com,N/A,Not Disposable,No SPF Record,No DKIM Record,,Could not verify email,Not Verified,Not Blacklisted,10,mail.setikom.com PIPELINING SIZE 104857600 ETRN STARTTLS ENHANCEDSTATUSCODES 8BITMIME DSN CHUNKING,65.108.145.144,SMTP check failed. Could not verify email.,Available,* OK [CAPABILITY IMAP4rev1 SASL-IR LOGIN-REFERRALS ID ENABLE IDLE LITERAL+ AUTH=PLAIN AUTH=LOGIN] Dovecot ready.,Available,+OK Dovecot ready.,1
22-02-25 14:51,upgesga@fiju.bd,fiju.bd,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:51,huolpa@aku.sv,aku.sv,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:51,je@fipgepi.tv,fipgepi.tv,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:51,takneb@retro.gm,retro.gm,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:51,nezra@iko.tz,iko.tz,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:51,pus@vebevibuh.mu,vebevibuh.mu,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:51,begturol@rojdumneb.bi,rojdumneb.bi,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:51,dakseipe@fu.gw,fu.gw,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:51,giiwotor@rapagore.ly,rapagore.ly,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:51,id@zo.gd,zo.gd,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:51,paz@ulfaore.be,ulfaore.be,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:51,haamu@titu.pt,titu.pt,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:51,or@nezza.sh,nezza.sh,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:51,urasu@guwo.na,guwo.na,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:51,jiga@nep.pg,nep.pg,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:51,wumcejluj@se.bh,se.bh,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
22-02-25 14:51,zil@dul.tw,dul.tw,No MX Records,N/A,Not Disposable,N/A,N/A,,Could not verify email,N/A,Not Blacklisted,N/A,N/A,N/A,No MX records found,,,,,1
